source_path,destination_key,byte_size,content_hash
Custom/kurenai/photo_2023-12-08_12-58-06.jpg,legacy/v1-bucket/5e/5e397f092a71281b81a860780a82c956.jpg,211320,5e397f092a71281b81a860780a82c956
Custom/kurenai/photo_2023-12-08_12-58-08.jpg,legacy/v1-bucket/8c/8c89fafd664970e09f57d7e700217b4c.jpg,87036,8c89fafd664970e09f57d7e700217b4c
Custom/kurenai/photo_2023-12-08_12-58-09.jpg,legacy/v1-bucket/5f/5f2a762c24a226e411f081065d2a68a5.jpg,167887,5f2a762c24a226e411f081065d2a68a5
Custom/kurenai/photo_2023-12-08_12-58-10 (2).jpg,legacy/v1-bucket/77/770188f1d0c5cf80144d3e06d95851aa.jpg,35373,770188f1d0c5cf80144d3e06d95851aa
Custom/kurenai/photo_2023-12-08_12-58-10.jpg,legacy/v1-bucket/44/449a6e0401cad410b6481d85ffcab7bd.jpg,133342,449a6e0401cad410b6481d85ffcab7bd
Custom/kurenai/photo_2023-12-08_12-58-12 (2).jpg,legacy/v1-bucket/e5/e59100e184039e62f3a061316b430309.jpg,117604,e59100e184039e62f3a061316b430309
Custom/kurenai/photo_2023-12-08_12-58-12.jpg,legacy/v1-bucket/09/09aa50ea11a1d08a5b6b6c00e4fbc30d.jpg,76155,09aa50ea11a1d08a5b6b6c00e4fbc30d
Custom/kurenai/photo_2023-12-08_12-58-13.jpg,legacy/v1-bucket/5d/5dbc2ac0e64cf27adf83491dbb9b0de5.jpg,122552,5dbc2ac0e64cf27adf83491dbb9b0de5
Custom/kurenai/photo_2023-12-08_12-58-14.jpg,legacy/v1-bucket/7b/7bba0b094215e4f09970956e335d295a.jpg,160581,7bba0b094215e4f09970956e335d295a
